network,station,channel,starttime,endtime,gaps
NP,GAGT,BNY,2023-04-25T16:16:39.216710Z,2023-04-25T16:16:40.958645Z,1.742
NP,GAGT,BNY,2023-04-25T16:16:57.378000Z,2023-04-25T16:17:11.410258Z,14.032
NP,GAGT,BNY,2023-04-25T16:18:05.829613Z,2023-04-25T16:18:06.861871Z,1.032
NP,GAGT,BNY,2023-04-25T16:18:07.894129Z,2023-04-25T16:18:16.861871Z,8.968
NP,GAGT,BNY,2023-04-25T16:18:17.894129Z,2023-04-25T16:18:21.345742Z,3.452
NP,GAGT,BNY,2023-04-25T16:18:39.829613Z,2023-04-25T16:18:41.087678Z,1.258
NP,GAGT,BNY,2023-04-25T16:30:14.232968Z,2023-04-25T16:30:15.071677Z,0.839
NP,GAGT,BNY,2023-04-25T16:31:36.200709Z,2023-04-25T16:31:37.071677Z,0.871
NP,GAGT,BNY,2023-04-25T16:35:02.426516Z,2023-04-25T16:35:03.458774Z,1.032
NP,GAGT,BNY,2023-04-25T16:37:24.414613Z,2023-04-25T16:37:24.640419Z,0.226
NP,GAGT,BNY,2023-04-25T16:37:54.608161Z,2023-04-25T16:37:55.640419Z,1.032
NP,GAGT,BNY,2023-04-25T16:37:56.672677Z,2023-04-25T16:38:12.640419Z,15.968
NP,GAGT,BNY,2023-04-25T16:38:25.963000Z,2023-04-25T16:38:27.221065Z,1.258
NP,GAGT,BNY,2023-04-25T16:38:50.801710Z,2023-04-25T16:38:56.995258Z,6.194
NP,GAGT,BNY,2023-04-25T16:39:01.092032Z,2023-04-25T16:39:03.866226Z,2.774
NP,GAGT,BNY,2023-04-25T16:39:13.092032Z,2023-04-25T16:39:16.446871Z,3.355
NP,GAGT,BNY,2023-04-25T16:39:17.479129Z,2023-04-25T16:39:19.092032Z,1.613
NP,GAGT,BNY,2023-04-25T16:39:32.414613Z,2023-04-25T16:39:33.479129Z,1.065
NP,GAGT,BNY,2023-04-25T16:39:57.059774Z,2023-04-25T16:39:58.543645Z,1.484
NP,GAGT,BNY,2023-04-25T16:49:14.279290Z,2023-04-25T16:49:17.827678Z,3.548
NP,GAGT,BNY,2023-04-25T16:51:38.505097Z,2023-04-25T16:51:39.795419Z,1.29
NP,GAGT,BNY,2023-04-25T16:51:41.859935Z,2023-04-25T16:51:42.150258Z,0.29
NP,GAGT,BNY,2023-04-25T17:10:24.515935Z,2023-04-25T17:11:25.709484Z,61.194
NP,GAGT,BNY,2023-04-25T18:13:17.925677Z,2023-04-25T18:14:19.957935Z,62.032
NP,GAGT,BNY,2023-04-25T19:14:34.613032Z,2023-04-25T19:15:36.935613Z,62.323
NP,GAGT,BNY,2023-04-25T19:43:07.208677Z,2023-04-25T19:43:33.369968Z,26.161
NP,GAGT,BNY,2023-04-25T19:43:34.402226Z,2023-04-25T19:43:43.402226Z,9.0
NP,GAGT,BNY,2023-04-25T19:43:44.434484Z,2023-04-25T19:43:47.208677Z,2.774
NP,GAGT,BNY,2023-04-25T20:15:36.274839Z,2023-04-25T20:15:37.274839Z,1.0
NP,GAGT,BNY,2023-04-25T20:15:39.339355Z,2023-04-25T20:16:40.081290Z,60.742
NP,GAGT,BNY,2023-04-25T21:16:41.580516Z,2023-04-25T21:17:42.225677Z,60.645
NP,GAGT,BNY,2023-04-25T22:17:43.655516Z,2023-04-25T22:18:44.623258Z,60.968
NP,GAGT,BNY,2023-04-25T23:18:45.008968Z,2023-04-25T23:19:45.621871Z,60.613
NP,GAGT,BNY,2023-04-25T23:19:47.686387Z,2023-04-25T23:22:17.976710Z,150.29
NP,GAGT,BNY,2023-04-25T23:22:19.008968Z,2023-04-25T23:22:31.783161Z,12.774
NP,GAGT,BNY,2023-04-25T23:28:51.747484Z,2023-04-25T23:28:52.779742Z,1.032
NP,GAGT,BNY,2023-04-25T23:28:59.973290Z,2023-04-25T23:29:00.586194Z,0.613
NP,GAGT,BNY,2023-04-25T23:44:12.512065Z,2023-04-25T23:44:14.189484Z,1.677
NP,GAGT,BNY,2023-04-25T23:44:15.221742Z,2023-04-25T23:44:15.512064Z,0.29
NP,GAGT,BNY,2023-04-26T00:03:02.051065Z,2023-04-26T00:03:06.115581Z,4.065
NP,GAGT,BNY,2023-04-26T00:03:35.857516Z,2023-04-26T00:03:36.889774Z,1.032
NP,GAGT,BNY,2023-04-26T00:03:45.115580Z,2023-04-26T00:03:47.276871Z,2.161
NP,GAGT,BNY,2023-04-26T00:08:25.585774Z,2023-04-26T00:08:27.972871Z,2.387
NP,GAGT,BNY,2023-04-26T00:08:33.101903Z,2023-04-26T00:08:36.166420Z,3.065
NP,GAGT,BNY,2023-04-26T00:08:37.198678Z,2023-04-26T00:08:37.714807Z,0.516
NP,GAGT,BNY,2023-04-26T00:08:39.747065Z,2023-04-26T00:08:45.585774Z,5.839
NP,GAGT,BNY,2023-04-26T00:08:53.779322Z,2023-04-26T00:09:00.747065Z,6.968
NP,GAGT,BNY,2023-04-26T00:12:04.553517Z,2023-04-26T00:12:04.940613Z,0.387
NP,GAGT,BNY,2023-04-26T00:12:11.069645Z,2023-04-26T00:12:14.295452Z,3.226
NP,GAGT,BNY,2023-04-26T00:12:16.327710Z,2023-04-26T00:12:18.650291Z,2.323
NP,GAGT,BNY,2023-04-26T00:12:21.682549Z,2023-04-26T00:12:28.101903Z,6.419
NP,GAGT,BNY,2023-04-26T00:12:30.166419Z,2023-04-26T00:12:31.069645Z,0.903
NP,GAGT,BNY,2023-04-26T00:13:41.908355Z,2023-04-26T00:13:49.392226Z,7.484
NP,GAGT,BNY,2023-04-26T00:13:51.424484Z,2023-04-26T00:13:53.424484Z,2.0
NP,GAGT,BNY,2023-04-26T00:14:12.908355Z,2023-04-26T00:14:13.230936Z,0.323
NP,GAGT,BNY,2023-04-26T00:14:24.521259Z,2023-04-26T00:14:26.940613Z,2.419
NP,GAGT,BNY,2023-04-26T00:14:27.972871Z,2023-04-26T00:14:36.972871Z,9.0
NP,GAGT,BNY,2023-04-26T00:14:38.005129Z,2023-04-26T00:14:39.069645Z,1.065
NP,GAGT,BNY,2023-04-26T00:14:41.101903Z,2023-04-26T00:14:42.263194Z,1.161
NP,GAGT,BNY,2023-04-26T00:14:45.327710Z,2023-04-26T00:14:46.618032Z,1.29
NP,GAGT,BNY,2023-04-26T00:14:51.747064Z,2023-04-26T00:14:53.714807Z,1.968
NP,GAGT,BNY,2023-04-26T00:15:32.714807Z,2023-04-26T00:15:39.876097Z,7.161
NP,GAGT,BNY,2023-04-26T00:15:44.972871Z,2023-04-26T00:15:45.940613Z,0.968
NP,GAGT,BNY,2023-04-26T00:16:01.327710Z,2023-04-26T00:16:03.618032Z,2.29
NP,GAGT,BNY,2023-04-26T00:16:04.650290Z,2023-04-26T00:16:15.024000Z,10.374
NP,GAGT,BNY,2023-04-26T00:16:17.088516Z,2023-04-26T00:16:22.701419Z,5.613
NP,GAGT,BNY,2023-04-26T00:16:23.733677Z,2023-04-26T00:16:29.733677Z,6.0
NP,GAGT,BNY,2023-04-26T00:16:30.765935Z,2023-04-26T00:17:02.185290Z,31.419
NP,GAGT,BNY,2023-04-26T00:17:03.217548Z,2023-04-26T00:17:20.830452Z,17.613
NP,GAGT,BNY,2023-04-26T00:17:21.862710Z,2023-04-26T00:17:39.862710Z,18.0
NP,GAGT,BNY,2023-04-26T00:17:40.894968Z,2023-04-26T00:17:58.894968Z,18.0
NP,GAGT,BNY,2023-04-26T00:17:59.927226Z,2023-04-26T00:18:17.927226Z,18.0
NP,GAGT,BNY,2023-04-26T00:18:18.959484Z,2023-04-26T00:18:36.959484Z,18.0
NP,GAGT,BNY,2023-04-26T00:18:37.991742Z,2023-04-26T00:18:55.991742Z,18.0
NP,GAGT,BNY,2023-04-26T00:18:57.024000Z,2023-04-26T00:19:10.572387Z,13.548
NP,GAGT,BNY,2023-04-26T00:20:14.217548Z,2023-04-26T00:20:28.024000Z,13.806
NP,GAGT,BNY,2023-04-26T00:20:29.056258Z,2023-04-26T00:20:38.056258Z,9.0
NP,GAGT,BNY,2023-04-26T00:20:39.088516Z,2023-04-26T00:20:44.120774Z,5.032
NP,GAGT,BNY,2023-04-26T00:22:29.862709Z,2023-04-26T00:22:30.185290Z,0.323
NP,GAGT,BNY,2023-04-26T00:22:55.830451Z,2023-04-26T00:22:56.411097Z,0.581
NP,GAGT,BNY,2023-04-26T00:26:43.314323Z,2023-04-26T00:26:44.314323Z,1.0
NP,GAGT,BNY,2023-04-26T00:26:45.346581Z,2023-04-26T00:26:56.604645Z,11.258
NP,GAGT,BNY,2023-04-26T00:27:08.927226Z,2023-04-26T00:27:09.927226Z,1.0
NP,GAGT,BNY,2023-04-26T00:27:10.959484Z,2023-04-26T00:27:22.217548Z,11.258
NP,GAGT,BNY,2023-04-26T00:27:23.249806Z,2023-04-26T00:27:36.346581Z,13.097
NP,GAGT,BNY,2023-04-26T00:27:37.378839Z,2023-04-26T00:27:46.378839Z,9.0
NP,GAGT,BNY,2023-04-26T00:27:47.411097Z,2023-04-26T00:27:53.733677Z,6.323
NP,GAGT,BNY,2023-04-26T00:27:54.765935Z,2023-04-26T00:28:00.088516Z,5.323
NP,GAGT,BNY,2023-04-26T00:28:05.217548Z,2023-04-26T00:28:06.088516Z,0.871
NP,GAGT,BNY,2023-04-26T00:28:16.346581Z,2023-04-26T00:28:17.443355Z,1.097
NP,GAGT,BNY,2023-04-26T00:28:18.475613Z,2023-04-26T00:28:20.669161Z,2.194
NP,GAGT,BNY,2023-04-26T00:28:28.895032Z,2023-04-26T00:28:30.733742Z,1.839
NP,GAGT,BNY,2023-04-26T00:28:32.766000Z,2023-04-26T00:28:34.959549Z,2.194
NP,GAGT,BNY,2023-04-26T00:28:36.991807Z,2023-04-26T00:28:40.959549Z,3.968
NP,GAGT,BNY,2023-04-26T00:28:44.024065Z,2023-04-26T00:28:49.701484Z,5.677
NP,GAGT,BNY,2023-04-26T00:28:54.830516Z,2023-04-26T00:28:55.120839Z,0.29
NP,GAGT,BNY,2023-04-26T00:28:59.217613Z,2023-04-26T00:29:00.217613Z,1.0
NP,GAGT,BNY,2023-04-26T00:29:01.249871Z,2023-04-26T00:29:15.088581Z,13.839
NP,GAGT,BNY,2023-04-26T00:29:16.120839Z,2023-04-26T00:29:35.153097Z,19.032
NP,GAGT,BNY,2023-04-26T00:29:36.185355Z,2023-04-26T00:29:36.959549Z,0.774
NP,GAGT,BNY,2023-04-26T00:29:53.411162Z,2023-04-26T00:29:54.411161Z,1.0
NP,GAGT,BNY,2023-04-26T00:30:01.604709Z,2023-04-26T00:30:05.927290Z,4.323
NP,GAGT,BNY,2023-04-26T00:30:06.959548Z,2023-04-26T00:30:10.766000Z,3.806
NP,GAGT,BNY,2023-04-26T00:39:42.769968Z,2023-04-26T00:39:43.769968Z,1.0
NP,GAGT,BNY,2023-04-26T00:39:48.931258Z,2023-04-26T00:39:59.963516Z,11.032
NP,GAGT,BNY,2023-04-26T00:40:00.995774Z,2023-04-26T00:40:05.350613Z,4.355
NP,GAGT,BNY,2023-04-26T00:40:06.382871Z,2023-04-26T00:40:12.866742Z,6.484
NP,GAGT,BNY,2023-04-26T00:40:13.899000Z,2023-04-26T00:40:19.866742Z,5.968
NP,GAGT,BNY,2023-04-26T00:40:20.899000Z,2023-04-26T00:40:26.899000Z,6.0
NP,GAGT,BNY,2023-04-26T00:40:27.931258Z,2023-04-26T00:40:33.899000Z,5.968
NP,GAGT,BNY,2023-04-26T00:40:34.931258Z,2023-04-26T00:40:40.899000Z,5.968
NP,GAGT,BNY,2023-04-26T00:40:41.931258Z,2023-04-26T00:40:44.253839Z,2.323
NP,GAGT,BNY,2023-04-26T00:41:17.092549Z,2023-04-26T00:41:23.382871Z,6.29
NP,GAGT,BNY,2023-04-26T00:41:24.415129Z,2023-04-26T00:41:36.479645Z,12.065
NP,GAGT,BNY,2023-04-26T00:41:37.511903Z,2023-04-26T00:41:44.995774Z,7.484
NP,GAGT,BNY,2023-04-26T00:41:46.028032Z,2023-04-26T00:42:03.866742Z,17.839
NP,GAGT,BNY,2023-04-26T00:42:04.899000Z,2023-04-26T00:42:22.866742Z,17.968
NP,GAGT,BNY,2023-04-26T00:42:23.899000Z,2023-04-26T00:42:41.899000Z,18.0
NP,GAGT,BNY,2023-04-26T00:42:42.931258Z,2023-04-26T00:43:01.769968Z,18.839
NP,GAGT,BNY,2023-04-26T00:47:27.769968Z,2023-04-26T00:47:31.447387Z,3.677
NP,GAGT,BNY,2023-04-26T00:47:32.479645Z,2023-04-26T00:47:38.834484Z,6.355
NP,GAGT,BNY,2023-04-26T00:47:40.866742Z,2023-04-26T00:47:47.157064Z,6.29
NP,GAGT,BNY,2023-04-26T00:47:50.221580Z,2023-04-26T00:47:50.640935Z,0.419
NP,GAGT,BNY,2023-04-26T00:52:23.816742Z,2023-04-26T00:52:24.849000Z,1.032
NP,GAGT,BNY,2023-04-26T00:52:32.042548Z,2023-04-26T00:52:35.107064Z,3.065
NP,GAGT,BNY,2023-04-26T00:52:36.139322Z,2023-04-26T00:52:44.849000Z,8.71
NP,GAGT,BNY,2023-04-26T00:52:57.171581Z,2023-04-26T00:52:58.171581Z,1.0
NP,GAGT,BNY,2023-04-26T00:55:39.365129Z,2023-04-26T00:55:42.784484Z,3.419
NP,GAGT,BNY,2023-04-26T00:55:47.913516Z,2023-04-26T00:55:48.752226Z,0.839
NP,GAGT,BNY,2023-04-26T00:56:14.397387Z,2023-04-26T00:56:15.268355Z,0.871
NP,GAGT,BNY,2023-04-26T00:56:27.590936Z,2023-04-26T00:56:35.365129Z,7.774
NP,GAGT,BNY,2023-04-26T00:56:39.461903Z,2023-04-26T00:56:40.107064Z,0.645
NP,GAGT,BNY,2023-04-26T00:57:12.945774Z,2023-04-26T00:57:15.042548Z,2.097
NP,GAGT,BNY,2023-04-26T00:57:16.074806Z,2023-04-26T00:57:26.623193Z,10.548
NP,GAGT,BNY,2023-04-26T00:58:24.107064Z,2023-04-26T00:58:24.461903Z,0.355
NP,GAGT,BNY,2023-04-26T01:19:47.110935Z,2023-04-26T01:19:49.723839Z,2.613
NP,GAGT,BNY,2023-04-26T01:20:02.014162Z,2023-04-26T01:20:03.014161Z,1.0
NP,GAGT,BNY,2023-04-26T01:20:04.046419Z,2023-04-26T01:20:05.078677Z,1.032
NP,GAGT,BNY,2023-04-26T01:20:06.110935Z,2023-04-26T01:20:16.207710Z,10.097
NP,GAGT,BNY,2023-04-26T01:20:19.272226Z,2023-04-26T01:20:21.336742Z,2.065
NP,GAGT,BNY,2023-04-26T01:20:22.369000Z,2023-04-26T01:20:41.401258Z,19.032
NP,GAGT,BNY,2023-04-26T01:20:42.433516Z,2023-04-26T01:20:48.078677Z,5.645
NP,GAGT,BNY,2023-04-26T01:20:49.110935Z,2023-04-26T01:20:55.078677Z,5.968
NP,GAGT,BNY,2023-04-26T01:20:56.110935Z,2023-04-26T01:21:02.110935Z,6.0
NP,GAGT,BNY,2023-04-26T01:21:03.143193Z,2023-04-26T01:21:09.110935Z,5.968
NP,GAGT,BNY,2023-04-26T01:21:10.143193Z,2023-04-26T01:21:16.110935Z,5.968
NP,GAGT,BNY,2023-04-26T01:21:17.143193Z,2023-04-26T01:21:23.110935Z,5.968
NP,GAGT,BNY,2023-04-26T01:21:24.143193Z,2023-04-26T01:21:30.110935Z,5.968
NP,GAGT,BNY,2023-04-26T01:21:31.143193Z,2023-04-26T01:21:32.046419Z,0.903
NP,GAGT,BNY,2023-04-26T01:22:22.336742Z,2023-04-26T01:22:27.369000Z,5.032
NP,GAGT,BNY,2023-04-26T01:34:42.662871Z,2023-04-26T01:34:43.662871Z,1.0
NP,GAGT,BNY,2023-04-26T01:34:44.695129Z,2023-04-26T01:34:58.179000Z,13.484
NP,GAGT,BNY,2023-04-26T01:40:22.665871Z,2023-04-26T01:40:23.698129Z,1.032
NP,GAGT,BNY,2023-04-26T01:42:50.536839Z,2023-04-26T01:42:52.891677Z,2.355
NP,GAGT,BNY,2023-04-26T01:44:06.827161Z,2023-04-26T01:44:07.569097Z,0.742
NP,GAGT,BNY,2023-04-26T01:55:20.209548Z,2023-04-26T01:55:22.048258Z,1.839
NP,GAGT,BNY,2023-04-26T01:59:17.191419Z,2023-04-26T01:59:18.223677Z,1.032
NP,GAGT,BNY,2023-04-26T02:13:18.267742Z,2023-04-26T02:13:19.267742Z,1.0
NP,GAGT,BNY,2023-04-26T02:13:57.235484Z,2023-04-26T02:14:05.267742Z,8.032
NP,GAGT,BNY,2023-04-26T02:14:34.009677Z,2023-04-26T02:14:41.977419Z,7.968
NP,GAGT,BNY,2023-04-26T02:34:45.521742Z,2023-04-26T02:34:46.360451Z,0.839
NP,GAGT,BNY,2023-04-26T02:37:48.134645Z,2023-04-26T02:37:49.134645Z,1.0
NP,GAGT,BNY,2023-04-26T02:39:04.098032Z,2023-04-26T02:39:13.420613Z,9.323
NP,GAGT,BNY,2023-04-26T02:40:12.969000Z,2023-04-26T02:40:14.001258Z,1.032
NP,GAGT,BNY,2023-04-26T02:40:15.033516Z,2023-04-26T02:40:31.356097Z,16.323
NP,GAGT,BNY,2023-04-26T02:46:26.646420Z,2023-04-26T02:46:27.678678Z,1.032
NP,GAGT,BNY,2023-04-26T02:46:34.872226Z,2023-04-26T02:46:37.839968Z,2.968
NP,GAGT,BNY,2023-04-26T02:56:33.467419Z,2023-04-26T02:56:36.402903Z,2.935
NP,GAGT,BNY,2023-04-26T02:56:39.467419Z,2023-04-26T02:56:48.273871Z,8.806
NP,GAGT,BNY,2023-04-26T02:56:49.306129Z,2023-04-26T02:56:50.499677Z,1.194
NP,GAGT,BNY,2023-04-26T02:56:56.660967Z,2023-04-26T02:56:57.693226Z,1.032
NP,GAGT,BNY,2023-04-26T02:56:58.725484Z,2023-04-26T02:57:09.177097Z,10.452
NP,GAGT,BNY,2023-04-26T02:57:11.241613Z,2023-04-26T02:57:17.177097Z,5.935
NP,GAGT,BNY,2023-04-26T02:57:22.306129Z,2023-04-26T02:57:24.112581Z,1.806
NP,GAGT,BNY,2023-04-26T02:57:36.402904Z,2023-04-26T02:57:37.306129Z,0.903
NP,GAGT,BNY,2023-04-26T02:58:10.144839Z,2023-04-26T02:58:16.241613Z,6.097
NP,GAGT,BNY,2023-04-26T02:58:18.306129Z,2023-04-26T02:58:23.177097Z,4.871
NP,GAGT,BNY,2023-04-26T02:58:26.241613Z,2023-04-26T02:58:34.048064Z,7.806
NP,GAGT,BNY,2023-04-26T02:59:43.829226Z,2023-04-26T02:59:47.571161Z,3.742
NP,GAGT,BNY,2023-04-26T02:59:50.635677Z,2023-04-26T02:59:52.506645Z,1.871
NP,GAGT,BNY,2023-04-26T03:22:57.795968Z,2023-04-26T03:24:02.086290Z,64.29
NP,GAGT,BNY,2023-04-26T03:33:51.504065Z,2023-04-26T03:33:58.375032Z,6.871
NP,GAGT,BNY,2023-04-26T03:33:59.407290Z,2023-04-26T03:34:01.665355Z,2.258
NP,GAGT,BNY,2023-04-26T03:48:02.663677Z,2023-04-26T03:48:17.792710Z,15.129
NP,GAGT,BNY,2023-04-26T03:53:17.664032Z,2023-04-26T03:53:20.502742Z,2.839
NP,GAGT,BNY,2023-04-26T03:53:30.760807Z,2023-04-26T03:53:38.373710Z,7.613
NP,GAGT,BNY,2023-04-26T03:53:40.405968Z,2023-04-26T03:53:45.857581Z,5.452
NP,GAGT,BNY,2023-04-26T03:53:48.922097Z,2023-04-26T03:53:50.502742Z,1.581
NP,GAGT,BNY,2023-04-26T03:53:52.535000Z,2023-04-26T03:53:57.922097Z,5.387
NP,GAGT,BNY,2023-04-26T04:12:00.220968Z,2023-04-26T04:12:01.253226Z,1.032
NP,GAGT,BNY,2023-04-26T04:12:12.543549Z,2023-04-26T04:12:12.769355Z,0.226
NP,GAGT,BNY,2023-04-26T04:12:31.253226Z,2023-04-26T04:12:32.285484Z,1.032
NP,GAGT,BNY,2023-04-26T04:14:50.930645Z,2023-04-26T04:14:53.769355Z,2.839
NP,GAGT,BNY,2023-04-26T04:20:54.210032Z,2023-04-26T04:20:55.242291Z,1.032
NP,GAGT,BNY,2023-04-26T04:20:56.274549Z,2023-04-26T04:21:07.919710Z,11.645
NP,GAGT,BNY,2023-04-26T05:36:47.638258Z,2023-04-26T05:37:17.896322Z,30.258
NP,GAGT,BNY,2023-04-26T05:45:19.439677Z,2023-04-26T05:45:33.536452Z,14.097
NP,GAGT,BNY,2023-04-26T06:40:38.937097Z,2023-04-26T06:40:39.937097Z,1.0
NP,GAGT,BNY,2023-04-26T06:40:40.969355Z,2023-04-26T06:40:49.969355Z,9.0
NP,GAGT,BNY,2023-04-26T07:00:04.094581Z,2023-04-26T07:00:07.804258Z,3.71
NP,GAGT,BNY,2023-04-26T07:00:23.223613Z,2023-04-26T07:00:26.804258Z,3.581
NP,GAGT,BNY,2023-04-26T07:00:29.868774Z,2023-04-26T07:00:31.546194Z,1.677
NP,GAGT,BNY,2023-04-26T07:40:59.965903Z,2023-04-26T07:41:00.998161Z,1.032
NP,GAGT,BNY,2023-04-26T07:41:02.030419Z,2023-04-26T07:41:16.804613Z,14.774
NP,GAGT,BNY,2023-04-26T07:41:40.385258Z,2023-04-26T07:41:41.740097Z,1.355
NP,GAGT,BNY,2023-04-26T07:41:55.094936Z,2023-04-26T07:41:56.127193Z,1.032
NP,GAGT,BNY,2023-04-26T07:54:50.515452Z,2023-04-26T07:54:51.902549Z,1.387
NP,GAGT,BNY,2023-04-26T08:36:44.493355Z,2023-04-26T08:36:47.138516Z,2.645
NP,GAGT,BNY,2023-04-26T08:36:50.203032Z,2023-04-26T08:36:51.719161Z,1.516
NP,GAGT,BNY,2023-04-26T08:51:24.510484Z,2023-04-26T08:51:26.575000Z,2.065
NP,GAGT,BNY,2023-04-26T09:33:36.612806Z,2023-04-26T09:33:37.128936Z,0.516
NP,GAGT,BNY,2023-04-26T09:33:38.161194Z,2023-04-26T09:33:38.516032Z,0.355
NP,GAGT,BNY,2023-04-26T09:46:23.490903Z,2023-04-26T09:46:24.071549Z,0.581
NP,GAGT,BNY,2023-04-26T09:46:25.103807Z,2023-04-26T09:46:26.071549Z,0.968
NP,GAGT,BNY,2023-04-26T09:46:28.136065Z,2023-04-26T09:46:35.490903Z,7.355
NP,GAGT,BNY,2023-04-26T09:47:04.232838Z,2023-04-26T09:47:05.394129Z,1.161
NP,GAGT,BNY,2023-04-26T09:58:30.274194Z,2023-04-26T09:58:30.822581Z,0.548
NP,GAGT,BNY,2023-04-26T10:23:11.480323Z,2023-04-26T10:23:47.706129Z,36.226
NP,GAGT,BNY,2023-04-26T10:23:48.738387Z,2023-04-26T10:23:57.738387Z,9.0
NP,GAGT,BNY,2023-04-26T10:23:58.770645Z,2023-04-26T10:23:59.286774Z,0.516
NP,GAGT,BNY,2023-04-26T10:39:17.273710Z,2023-04-26T10:39:24.822097Z,7.548
NP,GAGT,BNY,2023-04-26T10:39:44.305968Z,2023-04-26T10:39:44.628548Z,0.323
NP,GAGT,BNY,2023-04-26T10:39:46.693064Z,2023-04-26T10:39:47.725323Z,1.032
NP,GAGT,BNY,2023-04-26T10:44:49.597710Z,2023-04-26T10:44:50.629968Z,1.032
NP,GAGT,BNY,2023-04-26T10:44:53.726742Z,2023-04-26T10:44:54.017065Z,0.29
NP,GAGT,BNY,2023-04-26T10:46:03.823517Z,2023-04-26T10:46:09.565452Z,5.742
NP,GAGT,BNY,2023-04-26T10:57:17.990419Z,2023-04-26T10:57:18.280742Z,0.29
NP,GAGT,BNY,2023-04-26T10:57:26.474290Z,2023-04-26T10:57:26.829129Z,0.355
NP,GAGT,BNY,2023-04-26T10:58:26.442032Z,2023-04-26T10:58:27.474290Z,1.032
NP,GAGT,BNY,2023-04-26T11:00:18.345258Z,2023-04-26T11:00:19.377516Z,1.032
NP,GAGT,BNY,2023-04-26T11:12:45.878871Z,2023-04-26T11:12:47.104677Z,1.226
NP,GAGT,BNY,2023-04-26T11:28:34.809645Z,2023-04-26T11:28:42.648355Z,7.839
NP,GAGT,BNY,2023-04-26T11:28:45.712871Z,2023-04-26T11:28:47.067710Z,1.355
NP,GAGT,BNY,2023-04-26T11:32:04.196806Z,2023-04-26T11:32:07.841968Z,3.645
NP,GAGT,BNY,2023-04-26T11:32:12.938742Z,2023-04-26T11:32:17.358097Z,4.419
NP,GAGT,BNY,2023-04-26T11:32:19.390355Z,2023-04-26T11:32:20.874226Z,1.484
NP,GAGT,BNY,2023-04-26T11:34:18.938742Z,2023-04-26T11:34:24.035516Z,5.097
NP,GAGT,BNY,2023-04-26T11:35:03.067774Z,2023-04-26T11:35:06.777452Z,3.71
NP,GAGT,BNY,2023-04-26T11:35:18.067775Z,2023-04-26T11:35:19.067774Z,1.0
NP,GAGT,BNY,2023-04-26T11:35:30.390355Z,2023-04-26T11:35:31.874226Z,1.484
NP,GAGT,BNY,2023-04-26T11:36:50.906484Z,2023-04-26T11:36:51.745194Z,0.839
NP,GAGT,BNY,2023-04-26T11:38:10.777452Z,2023-04-26T11:38:15.358097Z,4.581
NP,GAGT,BNY,2023-04-26T11:39:24.164549Z,2023-04-26T11:39:27.680677Z,3.516
NP,GAGT,BNY,2023-04-26T11:44:11.044871Z,2023-04-26T11:44:13.109387Z,2.065
NP,GAGT,BNY,2023-04-26T11:44:32.722290Z,2023-04-26T11:44:33.722291Z,1.0
NP,GAGT,BNY,2023-04-26T11:44:40.915839Z,2023-04-26T11:44:57.077129Z,16.161
NP,GAGT,BNY,2023-04-26T11:47:29.044871Z,2023-04-26T11:47:32.270678Z,3.226
NP,GAGT,BNY,2023-04-26T11:47:34.302936Z,2023-04-26T11:47:37.625516Z,3.323
NP,GAGT,BNY,2023-04-26T12:01:01.647355Z,2023-04-26T12:01:02.647355Z,1.0
NP,GAGT,BNY,2023-04-26T12:15:20.094516Z,2023-04-26T12:15:21.126774Z,1.032
NP,GAGT,BNY,2023-04-26T12:23:07.299903Z,2023-04-26T12:23:08.332161Z,1.032
NP,GAGT,BNY,2023-04-26T12:29:36.461193Z,2023-04-26T12:29:37.009581Z,0.548
NP,GAGT,BNY,2023-04-26T12:29:40.074097Z,2023-04-26T12:29:41.622484Z,1.548
NP,GAGT,BNY,2023-04-26T12:30:06.235387Z,2023-04-26T12:30:13.138613Z,6.903
NP,GAGT,BNY,2023-04-26T12:36:36.128258Z,2023-04-26T12:36:37.160516Z,1.032
NP,GAGT,BNY,2023-04-26T12:48:29.793000Z,2023-04-26T12:48:36.922032Z,7.129
NP,GAGT,BNY,2023-04-26T12:48:52.309129Z,2023-04-26T12:48:53.922032Z,1.613
NP,GAGT,BNY,2023-04-26T12:48:56.986548Z,2023-04-26T12:48:58.663968Z,1.677
NP,GAGT,BNY,2023-04-26T12:50:50.596774Z,2023-04-26T12:50:54.467742Z,3.871
NP,GAGT,BNY,2023-04-26T12:51:03.693548Z,2023-04-26T12:51:04.629032Z,0.935
NP,GAGT,BNY,2023-04-26T12:51:14.887097Z,2023-04-26T12:51:20.758065Z,5.871
NP,GAGT,BNY,2023-04-26T12:51:37.177420Z,2023-04-26T12:51:42.790323Z,5.613
NP,GAGT,BNY,2023-04-26T12:53:39.822581Z,2023-04-26T12:53:43.693548Z,3.871
NP,GAGT,BNY,2023-04-26T12:54:34.016129Z,2023-04-26T12:54:35.822581Z,1.806
NP,GAGT,BNY,2023-04-26T12:54:59.435484Z,2023-04-26T12:55:00.435484Z,1.0
NP,GAGT,BNY,2023-04-26T12:55:01.467742Z,2023-04-26T12:55:11.951613Z,10.484
NP,GAGT,BNY,2023-04-26T12:55:15.016129Z,2023-04-26T12:55:16.048387Z,1.032
NP,GAGT,BNY,2023-04-26T12:55:18.112903Z,2023-04-26T12:55:25.403226Z,7.29
