network,station,channel,starttime,endtime,gaps
NP,UMNG,BNY,2023-04-29T12:05:16.189419Z,2023-04-29T12:05:16.161000Z,-0.028
NP,UMNG,BNY,2023-04-29T12:07:38.709387Z,2023-04-29T12:07:39.709387Z,1.0
NP,UMNG,BNY,2023-04-29T12:09:45.935193Z,2023-04-29T12:09:46.967452Z,1.032
NP,UMNG,BNY,2023-04-29T12:12:01.354549Z,2023-04-29T12:12:01.999710Z,0.645
NP,UMNG,BNY,2023-04-29T12:12:15.257775Z,2023-04-29T12:12:16.257774Z,1.0
NP,UMNG,BNY,2023-04-29T12:12:17.290032Z,2023-04-29T12:12:27.999710Z,10.71
NP,UMNG,BNY,2023-04-29T12:15:07.806162Z,2023-04-29T12:15:12.128742Z,4.323
NP,UMNG,BNY,2023-04-29T12:17:26.513806Z,2023-04-29T12:17:30.158968Z,3.645
NP,UMNG,BNY,2023-04-29T12:22:18.288000Z,2023-04-29T12:22:22.417032Z,4.129
NP,UMNG,BNY,2023-04-29T12:23:33.707355Z,2023-04-29T12:23:40.965419Z,7.258
NP,UMNG,BNY,2023-04-29T12:24:14.578322Z,2023-04-29T12:24:15.578323Z,1.0
NP,UMNG,BNY,2023-04-29T12:24:22.739613Z,2023-04-29T12:24:29.739613Z,7.0
NP,UMNG,BNY,2023-04-29T12:26:21.708774Z,2023-04-29T12:26:27.805548Z,6.097
NP,UMNG,BNY,2023-04-29T12:26:28.837806Z,2023-04-29T12:26:46.837806Z,18.0
NP,UMNG,BNY,2023-04-29T12:26:59.031354Z,2023-04-29T12:27:01.257161Z,2.226
NP,UMNG,BNY,2023-04-29T12:29:57.386193Z,2023-04-29T12:30:00.999097Z,3.613
NP,UMNG,BNY,2023-04-29T12:35:14.547484Z,2023-04-29T12:35:15.257161Z,0.71
NP,UMNG,BNY,2023-04-29T12:36:59.078935Z,2023-04-29T12:37:03.078935Z,4.0
NP,UMNG,BNY,2023-04-29T12:38:23.530548Z,2023-04-29T12:38:29.627323Z,6.097
NP,UMNG,BNY,2023-04-29T12:38:30.659581Z,2023-04-29T12:38:47.820871Z,17.161
NP,UMNG,BNY,2023-04-29T12:40:47.046677Z,2023-04-29T12:40:47.530548Z,0.484
NP,UMNG,BNY,2023-04-29T12:40:48.562806Z,2023-04-29T12:40:53.595064Z,5.032
NP,UMNG,BNY,2023-04-29T12:41:18.014419Z,2023-04-29T12:41:19.078935Z,1.065
NP,UMNG,BNY,2023-04-29T12:41:33.337000Z,2023-04-29T12:41:34.337000Z,1.0
NP,UMNG,BNY,2023-04-29T12:42:44.595065Z,2023-04-29T12:42:45.595064Z,1.0
NP,UMNG,BNY,2023-04-29T12:44:41.659580Z,2023-04-29T12:44:42.659581Z,1.0
NP,UMNG,BNY,2023-04-29T12:44:43.691839Z,2023-04-29T12:45:02.691839Z,19.0
NP,UMNG,BNY,2023-04-29T12:45:03.724097Z,2023-04-29T12:45:05.595064Z,1.871
NP,UMNG,BNY,2023-04-29T12:45:51.411645Z,2023-04-29T12:45:58.734226Z,7.323
NP,TRKM2,BNY,2023-04-22T08:43:05.443903Z,2023-04-22T08:43:07.572936Z,2.129
NP,TRKM2,BNY,2023-04-22T08:43:52.669710Z,2023-04-22T08:43:58.927774Z,6.258
NP,TRKM2,BNY,2023-04-22T08:49:35.121322Z,2023-04-22T08:49:36.798742Z,1.677
NP,TRKM2,BNY,2023-04-22T09:02:55.357290Z,2023-04-22T09:02:59.260516Z,3.903
NP,TRKM2,BNY,2023-04-22T09:13:12.235613Z,2023-04-22T09:13:12.558194Z,0.323
NP,TRKM2,BNY,2023-04-22T09:13:13.590452Z,2023-04-22T09:13:16.364645Z,2.774
NP,TRKM2,BNY,2023-04-22T09:13:21.493677Z,2023-04-22T09:13:22.816258Z,1.323
NP,TRKM2,BNY,2023-04-22T09:15:12.493677Z,2023-04-22T09:15:12.848516Z,0.355
NP,TRKM2,BNY,2023-04-22T09:15:21.009806Z,2023-04-22T09:15:23.267871Z,2.258
NP,TRKM2,BNY,2023-04-22T09:15:31.461419Z,2023-04-22T09:15:32.493677Z,1.032
NP,TRKM2,BNY,2023-04-22T09:15:38.654967Z,2023-04-22T09:15:47.235613Z,8.581
NP,TRKM2,BNY,2023-04-22T09:15:55.429161Z,2023-04-22T09:16:06.880774Z,11.452
NP,TRKM2,BNY,2023-04-22T09:54:51.756871Z,2023-04-22T10:06:03.925000Z,672.168
NP,TRKM2,BNY,2023-04-22T12:15:33.920387Z,2023-04-22T12:37:02.786000Z,1288.866
NP,TRKM2,BNY,2023-04-22T13:22:57.261226Z,2023-04-22T13:24:12.071000Z,74.81
NP,TRKM2,BNY,2023-04-22T13:32:10.748419Z,2023-04-22T13:32:11.425839Z,0.677
NP,TRKM2,BNY,2023-04-22T14:01:07.790258Z,2023-04-22T14:01:11.887032Z,4.097
NP,TRKM2,BNY,2023-04-22T14:19:47.035968Z,2023-04-22T14:19:48.068226Z,1.032
NP,TRKM2,BNY,2023-04-22T14:57:56.960710Z,2023-04-23T12:15:03.380000Z,76626.419
NP,TRKM2,BNY,2023-04-23T12:15:12.605806Z,2023-04-23T13:11:03.940000Z,3351.334
NP,TRKM2,BNY,2023-04-23T13:22:43.120226Z,2023-04-23T13:38:04.641000Z,921.521
NP,TRKM2,BNY,2023-04-23T13:39:35.866806Z,2023-04-23T13:39:42.318419Z,6.452
NP,TRKM2,BNY,2023-04-23T13:55:25.278129Z,2023-04-23T13:55:26.407161Z,1.129
NP,TRKM2,BNY,2023-04-23T14:02:55.314710Z,2023-04-23T14:03:02.250194Z,6.935
NP,TRKM2,BNY,2023-04-23T14:14:04.344871Z,2023-04-23T14:14:18.377129Z,14.032
NP,TRKM2,BNY,2023-04-23T15:40:58.875226Z,2023-04-23T15:40:59.875226Z,1.0
NP,TRKM2,BNY,2023-04-23T17:47:52.117290Z,2023-04-23T17:54:02.888000Z,370.771
NP,TRKM2,BNY,2023-04-23T17:56:05.888000Z,2023-04-23T18:01:02.791226Z,296.903
NP,TRKM2,BNY,2023-04-23T18:15:39.216968Z,2023-04-23T18:20:03.765355Z,264.548
NP,TRKM2,BNY,2023-04-23T20:25:03.358548Z,2023-04-23T20:25:18.197258Z,14.839
NP,TRKM2,BNY,2023-04-23T22:51:37.542613Z,2023-04-23T22:51:38.542613Z,1.0
NP,TRKM2,BNY,2023-04-23T22:51:44.703903Z,2023-04-23T22:51:45.381323Z,0.677
NP,TRKM2,BNY,2023-04-23T22:51:46.413581Z,2023-04-23T22:51:47.865194Z,1.452
NP,TRKM2,BNY,2023-04-23T23:03:49.380613Z,2023-04-23T23:03:50.412871Z,1.032
NP,TRKM2,BNY,2023-04-23T23:04:20.144129Z,2023-04-23T23:04:21.724774Z,1.581
NP,TRKM2,BNY,2023-04-23T23:19:14.408903Z,2023-04-23T23:19:15.408903Z,1.0
NP,TRKM2,BNY,2023-04-23T23:30:40.056129Z,2023-04-23T23:30:41.959355Z,1.903
NP,TRKM2,BNY,2023-04-23T23:56:35.737065Z,2023-04-23T23:56:37.349968Z,1.613
NP,TRKM2,BNY,2023-04-24T00:57:25.084484Z,2023-04-25T09:18:03.491000Z,116438.407
NP,TRKM2,BNY,2023-04-25T09:44:56.899677Z,2023-04-25T09:44:57.480323Z,0.581
NP,TRKM2,BNY,2023-04-25T11:12:08.271774Z,2023-04-25T11:12:10.078226Z,1.806
NP,TRKM2,BNY,2023-04-25T11:17:22.708774Z,2023-04-25T11:17:23.708774Z,1.0
NP,TRKM2,BNY,2023-04-25T11:44:40.725419Z,2023-04-25T11:54:45.513000Z,604.788
NP,TRKM2,BNY,2023-04-25T12:20:01.547677Z,2023-04-25T12:20:02.579936Z,1.032
NP,TRKM2,BNY,2023-04-25T12:37:25.012968Z,2023-04-25T12:37:26.012968Z,1.0
NP,TRKM2,BNY,2023-04-25T13:29:56.789548Z,2023-04-25T13:29:57.821806Z,1.032
NP,TRKM2,BNY,2023-04-25T13:31:56.692774Z,2023-04-25T13:32:04.563742Z,7.871
NP,TRKM2,BNY,2023-04-25T14:45:25.687645Z,2023-04-25T14:45:26.706000Z,1.018
NP,TRKM2,BNY,2023-04-25T14:45:32.867290Z,2023-04-25T14:45:33.512452Z,0.645
NP,TRKM2,BNY,2023-04-25T14:50:19.447936Z,2023-04-25T14:50:20.480194Z,1.032
NP,TRKM2,BNY,2023-04-25T14:50:26.641484Z,2023-04-25T14:50:27.222129Z,0.581
NP,TRKM2,BNY,2023-04-25T15:30:28.652774Z,2023-04-25T15:30:29.652774Z,1.0
NP,TRKM2,BNY,2023-04-25T15:30:34.781806Z,2023-04-25T15:30:57.168903Z,22.387
NP,TRKM2,BNY,2023-04-25T15:30:59.394709Z,2023-04-25T15:31:32.168903Z,32.774
NP,TRKM2,BNY,2023-04-25T15:31:33.201161Z,2023-04-25T15:31:51.072129Z,17.871
NP,TRKM2,BNY,2023-04-25T15:31:52.104387Z,2023-04-25T15:32:10.104387Z,18.0
NP,TRKM2,BNY,2023-04-25T15:32:11.136645Z,2023-04-25T15:32:16.717290Z,5.581
NP,TRKM2,BNY,2023-04-25T15:32:27.975355Z,2023-04-25T15:32:29.007613Z,1.032
NP,TRKM2,BNY,2023-04-25T15:32:30.039871Z,2023-04-25T15:32:40.362452Z,10.323
NP,TRKM2,BNY,2023-04-25T15:32:59.814065Z,2023-04-25T15:33:07.007613Z,7.194
NP,TRKM2,BNY,2023-04-25T15:33:08.039871Z,2023-04-25T15:33:24.265677Z,16.226
NP,TRKM2,BNY,2023-04-25T15:45:19.664516Z,2023-04-25T15:45:20.696774Z,1.032
NP,TRKM2,BNY,2023-04-25T15:45:27.858064Z,2023-04-25T15:45:35.438710Z,7.581
NP,TRKM2,BNY,2023-04-25T15:45:47.709548Z,2023-04-25T15:45:49.903097Z,2.194
NP,TRKM2,BNY,2023-04-25T15:46:30.870839Z,2023-04-25T15:46:35.967613Z,5.097
NP,TRKM2,BNY,2023-04-25T15:46:36.999871Z,2023-04-25T15:46:54.999871Z,18.0
NP,TRKM2,BNY,2023-04-25T15:46:56.032129Z,2023-04-25T15:47:00.838581Z,4.806
NP,TRKM2,BNY,2023-04-25T15:47:04.903097Z,2023-04-25T15:47:05.935355Z,1.032
NP,TRKM2,BNY,2023-04-25T15:47:06.967613Z,2023-04-25T15:47:16.225677Z,9.258
NP,TRKM2,BNY,2023-04-25T15:50:08.580516Z,2023-04-25T15:50:10.677290Z,2.097
NP,TRKM2,BNY,2023-04-25T15:55:54.041548Z,2023-04-25T15:55:54.493161Z,0.452
NP,TRKM2,BNY,2023-04-25T17:14:03.603903Z,2023-04-25T17:14:17.926484Z,14.323
NP,TRKM2,BNY,2023-04-25T20:10:36.447516Z,2023-04-25T20:10:37.479774Z,1.032
NP,TRKM2,BNY,2023-04-25T23:10:54.830516Z,2023-04-25T23:10:55.862774Z,1.032
NP,TRKM2,BNY,2023-04-25T23:21:30.286452Z,2023-04-25T23:21:31.318710Z,1.032
NP,TRKM2,BNY,2023-04-25T23:21:38.480000Z,2023-04-25T23:21:39.028387Z,0.548
NP,TRKM2,BNY,2023-04-26T02:00:10.641484Z,2023-04-26T02:00:11.093097Z,0.452
NP,TRKM2,BNY,2023-04-26T02:17:23.252097Z,2023-04-26T02:17:24.252097Z,1.0
NP,TRKM2,BNY,2023-04-26T02:17:53.994032Z,2023-04-26T02:17:57.413387Z,3.419
NP,TRKM2,BNY,2023-04-26T02:17:58.445645Z,2023-04-26T02:18:05.897258Z,7.452
NP,TRKM2,BNY,2023-04-26T02:18:06.929516Z,2023-04-26T02:18:07.510161Z,0.581
NP,TRKM2,BNY,2023-04-26T02:18:08.542419Z,2023-04-26T02:18:09.542419Z,1.0
NP,TRKM2,BNY,2023-04-26T02:21:03.810258Z,2023-04-26T02:21:05.100581Z,1.29
NP,TRKM2,BNY,2023-04-26T02:21:32.778000Z,2023-04-26T02:21:33.036065Z,0.258
NP,TRKM2,BNY,2023-04-26T02:21:34.068323Z,2023-04-26T02:21:40.100581Z,6.032
NP,TRKM2,BNY,2023-04-26T02:21:48.294129Z,2023-04-26T02:21:49.326387Z,1.032
NP,TRKM2,BNY,2023-04-26T02:21:50.358645Z,2023-04-26T02:21:59.487678Z,9.129
NP,TRKM2,BNY,2023-04-26T02:22:48.681226Z,2023-04-26T02:22:49.681226Z,1.0
NP,TRKM2,BNY,2023-04-26T02:29:03.778000Z,2023-04-26T02:29:03.826000Z,0.048
NP,TRKM2,BNY,2023-04-26T02:33:59.019548Z,2023-04-26T02:34:00.051806Z,1.032
NP,TRKM2,BNY,2023-04-26T02:34:13.374387Z,2023-04-26T02:34:18.729226Z,5.355
NP,TRKM2,BNY,2023-04-26T02:37:27.277613Z,2023-04-26T02:37:28.309871Z,1.032
NP,TRKM2,BNY,2023-04-26T03:26:47.482516Z,2023-04-26T03:26:48.514774Z,1.032
NP,TRKM2,BNY,2023-04-26T04:54:12.362161Z,2023-04-26T04:54:21.652484Z,9.29
NP,TRKM2,BNY,2023-04-26T04:55:37.523452Z,2023-04-26T04:55:38.523452Z,1.0
NP,TRKM2,BNY,2023-04-26T04:55:39.555710Z,2023-04-26T04:55:48.555710Z,9.0
NP,TRKM2,BNY,2023-04-26T04:55:49.587968Z,2023-04-26T04:55:51.329903Z,1.742
NP,TRKM2,BNY,2023-04-26T04:55:52.362161Z,2023-04-26T04:56:07.458935Z,15.097
NP,TRKM2,BNY,2023-04-26T04:57:52.104096Z,2023-04-26T04:57:56.942806Z,4.839
NP,TRKM2,BNY,2023-04-26T05:12:47.801903Z,2023-04-26T05:12:48.834161Z,1.032
NP,TRKM2,BNY,2023-04-26T05:16:11.801903Z,2023-04-26T05:16:17.092226Z,5.29
NP,TRKM2,BNY,2023-04-26T05:16:18.124484Z,2023-04-26T05:16:22.930935Z,4.806
NP,TRKM2,BNY,2023-04-26T05:23:07.828742Z,2023-04-26T05:23:08.119064Z,0.29
NP,TRKM2,BNY,2023-04-26T05:23:11.183580Z,2023-04-26T05:23:11.506161Z,0.323
NP,TRKM2,BNY,2023-04-26T05:23:16.635193Z,2023-04-26T05:23:22.570677Z,5.935
NP,TRKM2,BNY,2023-04-26T05:25:39.957774Z,2023-04-26T05:25:43.312613Z,3.355
NP,TRKM2,BNY,2023-04-26T05:34:26.059742Z,2023-04-26T05:34:28.575871Z,2.516
NP,TRKM2,BNY,2023-04-26T05:35:36.221032Z,2023-04-26T05:35:37.092000Z,0.871
NP,TRKM2,BNY,2023-04-26T05:35:38.124258Z,2023-04-26T05:35:40.479097Z,2.355
NP,TRKM2,BNY,2023-04-26T05:35:43.543613Z,2023-04-26T05:35:44.575871Z,1.032
NP,TRKM2,BNY,2023-04-26T05:35:45.608129Z,2023-04-26T05:35:54.608129Z,9.0
NP,TRKM2,BNY,2023-04-26T05:48:58.787387Z,2023-04-26T05:48:59.013194Z,0.226
NP,TRKM2,BNY,2023-04-26T05:53:51.188258Z,2023-04-26T05:53:51.672129Z,0.484
NP,TRKM2,BNY,2023-04-26T06:32:34.494032Z,2023-04-26T06:32:35.494032Z,1.0
NP,TRKM2,BNY,2023-04-26T08:17:04.956613Z,2023-04-26T08:17:07.505000Z,2.548
NP,TRKM2,BNY,2023-04-26T08:47:32.189484Z,2023-04-26T09:35:02.760000Z,2850.571
NP,TRKM2,BNY,2023-04-26T10:38:51.276806Z,2023-04-26T10:46:03.332000Z,432.055
NP,TRKM2,BNY,2023-04-26T11:26:30.529419Z,2023-04-26T11:27:11.529419Z,41.0
NP,TRKM2,BNY,2023-04-26T11:27:12.561677Z,2023-04-26T11:27:30.561677Z,18.0
NP,TRKM2,BNY,2023-04-26T11:27:31.593935Z,2023-04-26T11:27:49.593935Z,18.0
NP,TRKM2,BNY,2023-04-26T11:27:50.626193Z,2023-04-26T11:28:08.626194Z,18.0
NP,TRKM2,BNY,2023-04-26T11:28:09.658452Z,2023-04-26T11:28:27.658452Z,18.0
NP,TRKM2,BNY,2023-04-26T11:28:28.690710Z,2023-04-26T11:28:46.722968Z,18.032
NP,TRKM2,BNY,2023-04-26T11:28:47.755226Z,2023-04-26T11:29:05.755226Z,18.0
NP,TRKM2,BNY,2023-04-26T11:29:06.787484Z,2023-04-26T11:29:24.787484Z,18.0
NP,TRKM2,BNY,2023-04-26T11:29:25.819742Z,2023-04-26T11:29:43.819742Z,18.0
NP,TRKM2,BNY,2023-04-26T11:29:44.852000Z,2023-04-26T11:30:02.852000Z,18.0
NP,TRKM2,BNY,2023-04-26T11:30:03.884258Z,2023-04-26T11:30:21.884258Z,18.0
NP,TRKM2,BNY,2023-04-26T11:30:22.916516Z,2023-04-26T11:30:34.884258Z,11.968
NP,TRKM2,BNY,2023-04-26T11:30:51.317581Z,2023-04-26T11:31:18.511129Z,27.194
NP,TRKM2,BNY,2023-04-26T11:31:19.543387Z,2023-04-26T11:31:28.543387Z,9.0
NP,TRKM2,BNY,2023-04-26T11:43:32.145548Z,2023-04-26T12:11:03.748000Z,1651.602
NP,TRKM2,BNY,2023-04-26T12:13:07.780258Z,2023-04-26T12:21:03.273000Z,475.493
NP,TRKM2,BNY,2023-04-26T12:25:46.273000Z,2023-04-26T12:28:04.466548Z,138.194
NP,TRKM2,BNY,2023-04-26T12:30:31.047193Z,2023-04-26T12:40:13.106000Z,582.059
NP,TRKM2,BNY,2023-04-26T12:40:39.747323Z,2023-04-26T12:41:03.360226Z,23.613
NP,TRKM2,BNY,2023-04-26T12:41:07.457000Z,2023-04-26T12:43:03.908613Z,116.452
NP,TRKM2,BNY,2023-04-26T12:43:19.295710Z,2023-04-26T13:00:03.228000Z,1003.932
NP,TRKM2,BNY,2023-04-26T13:02:38.034645Z,2023-04-26T13:27:04.770000Z,1466.735
NP,TRKM2,BNY,2023-04-26T13:28:03.189355Z,2023-04-26T13:28:04.028064Z,0.839
NP,TRKM2,BNY,2023-04-26T13:33:34.087226Z,2023-04-26T13:33:35.603355Z,1.516
NP,TRKM2,BNY,2023-04-26T13:36:24.700129Z,2023-04-26T13:56:03.879000Z,1179.179
NP,TRKM2,BNY,2023-04-26T14:08:05.510323Z,2023-04-26T14:08:06.510323Z,1.0
NP,TRKM2,BNY,2023-04-26T16:03:34.209839Z,2023-04-26T16:03:40.500161Z,6.29
NP,TRKM2,BNY,2023-04-26T20:01:11.319935Z,2023-04-26T20:01:12.319936Z,1.0
NP,TRKM2,BNY,2023-04-26T21:08:03.919968Z,2023-04-26T21:08:17.952226Z,14.032
NP,TRKM2,BNY,2023-04-26T23:02:02.974710Z,2023-04-26T23:02:04.039226Z,1.065
NP,TRKM2,BNY,2023-04-27T01:24:26.153065Z,2023-04-27T01:24:28.024032Z,1.871
NP,TRKM2,BNY,2023-04-27T01:39:05.381581Z,2023-04-27T01:39:07.413839Z,2.032
NP,TRKM2,BNY,2023-04-27T01:39:12.542871Z,2023-04-27T01:39:15.155774Z,2.613
NP,TRKM2,BNY,2023-04-27T01:39:16.188032Z,2023-04-27T01:39:22.349323Z,6.161
NP,TRKM2,BNY,2023-04-27T04:30:28.500516Z,2023-04-27T04:30:35.048903Z,6.548
NP,TRKM2,BNY,2023-04-27T04:39:28.015871Z,2023-04-27T04:39:28.951355Z,0.935
NP,TRKM2,BNY,2023-04-27T04:43:39.048129Z,2023-04-27T04:43:40.080387Z,1.032
NP,TRKM2,BNY,2023-04-27T04:45:58.434581Z,2023-04-27T04:45:59.466839Z,1.032
NP,TRKM2,BNY,2023-04-27T04:46:20.982968Z,2023-04-27T04:46:50.692645Z,29.71
NP,TRKM2,BNY,2023-04-27T05:09:26.774097Z,2023-04-27T05:09:27.774097Z,1.0
NP,TRKM2,BNY,2023-04-27T05:26:10.292355Z,2023-04-27T05:26:14.324613Z,4.032
NP,TRKM2,BNY,2023-04-27T05:26:18.421387Z,2023-04-27T05:26:28.131064Z,9.71
NP,TRKM2,BNY,2023-04-27T05:26:29.163322Z,2023-04-27T05:26:37.002032Z,7.839
NP,TRKM2,BNY,2023-04-27T05:26:38.034290Z,2023-04-27T05:26:41.324613Z,3.29
NP,TRKM2,BNY,2023-04-27T05:26:59.743968Z,2023-04-27T05:27:02.195581Z,2.452
NP,TRKM2,BNY,2023-04-27T05:28:35.485904Z,2023-04-27T05:28:36.485903Z,1.0
NP,TRKM2,BNY,2023-04-27T05:28:43.679451Z,2023-04-27T05:28:47.550419Z,3.871
NP,TRKM2,BNY,2023-04-27T05:30:08.518161Z,2023-04-27T05:30:09.550419Z,1.032
NP,TRKM2,BNY,2023-04-27T05:30:16.743967Z,2023-04-27T05:30:17.873000Z,1.129
NP,TRKM2,BNY,2023-04-27T05:30:33.227839Z,2023-04-27T05:30:34.260097Z,1.032
NP,TRKM2,BNY,2023-04-27T05:32:14.711710Z,2023-04-27T05:32:15.743968Z,1.032
NP,TRKM2,BNY,2023-04-27T05:32:22.905258Z,2023-04-27T05:32:23.840742Z,0.935
NP,TRKM2,BNY,2023-04-27T05:34:26.840742Z,2023-04-27T05:34:27.873000Z,1.032
NP,TRKM2,BNY,2023-04-27T05:37:12.902484Z,2023-04-27T05:37:16.321839Z,3.419
NP,TRKM2,BNY,2023-04-27T05:37:20.418613Z,2023-04-27T05:37:21.450871Z,1.032
NP,TRKM2,BNY,2023-04-27T05:38:06.547645Z,2023-04-27T05:38:13.418613Z,6.871
NP,TRKM2,BNY,2023-04-27T05:39:11.837968Z,2023-04-27T05:39:38.031516Z,26.194
NP,TRKM2,BNY,2023-04-27T07:34:33.307581Z,2023-04-27T07:34:33.920484Z,0.613
NP,TRKM2,BNY,2023-04-27T08:02:09.405935Z,2023-04-27T08:02:10.438194Z,1.032
NP,TRKM2,BNY,2023-04-27T08:06:48.245968Z,2023-04-27T08:06:52.923387Z,4.677
NP,TRKM2,BNY,2023-04-27T08:06:57.020161Z,2023-04-27T08:06:57.536290Z,0.516
NP,TRKM2,BNY,2023-04-27T08:07:18.020161Z,2023-04-27T08:07:23.020161Z,5.0
NP,TRKM2,BNY,2023-04-27T08:08:52.213709Z,2023-04-27T08:08:53.987903Z,1.774
NP,TRKM2,BNY,2023-04-27T08:18:13.658484Z,2023-04-27T08:33:03.331000Z,889.673
NP,TRKM2,BNY,2023-04-27T08:53:46.765452Z,2023-04-27T09:07:03.192000Z,796.427
NP,TRKM2,BNY,2023-04-27T10:51:33.407000Z,2023-04-27T10:51:35.213452Z,1.806
NP,TRKM2,BNY,2023-04-27T12:52:57.025419Z,2023-04-27T12:52:59.025419Z,2.0
NP,TRKM2,BNY,2023-04-27T12:58:37.253065Z,2023-04-27T12:58:37.898226Z,0.645
NP,TRKM2,BNY,2023-04-27T13:08:56.969935Z,2023-04-27T13:08:57.776387Z,0.806
NP,TRKM2,BNY,2023-04-27T14:09:41.562871Z,2023-04-27T14:09:42.562871Z,1.0
NP,TRKM2,BNY,2023-04-27T14:27:32.552548Z,2023-04-27T14:27:35.004161Z,2.452
NP,TRKM2,BNY,2023-04-27T14:27:37.036419Z,2023-04-27T14:27:39.004161Z,1.968
NP,TRKM2,BNY,2023-04-27T14:53:33.986226Z,2023-04-27T14:53:34.986226Z,1.0
NP,TRKM2,BNY,2023-04-27T14:53:41.147516Z,2023-04-27T14:53:44.566871Z,3.419
NP,TRKM2,BNY,2023-04-27T14:53:45.599129Z,2023-04-27T14:53:46.083000Z,0.484
NP,TRKM2,BNY,2023-04-27T15:22:34.153548Z,2023-04-27T15:22:35.185806Z,1.032
NP,TRKM2,BNY,2023-04-27T15:42:24.120742Z,2023-04-27T15:42:26.346549Z,2.226
NP,TRKM2,BNY,2023-04-27T15:42:28.378807Z,2023-04-27T15:42:29.733645Z,1.355
NP,TRKM2,BNY,2023-04-27T15:50:18.111710Z,2023-04-27T15:50:19.111710Z,1.0
NP,TRKM2,BNY,2023-04-27T15:53:58.466549Z,2023-04-27T15:53:59.047193Z,0.581
NP,TRKM2,BNY,2023-04-27T15:54:00.079451Z,2023-04-27T15:54:06.466548Z,6.387
NP,TRKM2,BNY,2023-04-27T15:58:10.385161Z,2023-04-27T15:58:11.417419Z,1.032
NP,TRKM2,BNY,2023-04-27T17:07:13.263903Z,2023-04-27T17:07:14.263903Z,1.0
NP,TRKM2,BNY,2023-04-27T17:07:20.425193Z,2023-04-27T17:07:22.521968Z,2.097
NP,TRKM2,BNY,2023-04-27T17:43:12.811581Z,2023-04-27T17:43:13.843839Z,1.032
NP,TRKM2,BNY,2023-04-27T18:52:59.680161Z,2023-04-27T18:53:04.260807Z,4.581
NP,TRKM2,BNY,2023-04-27T18:53:13.486613Z,2023-04-27T18:53:15.615645Z,2.129
NP,TRKM2,BNY,2023-04-27T18:53:25.873710Z,2023-04-27T18:53:27.647903Z,1.774
NP,TRKM2,BNY,2023-04-27T18:59:32.493129Z,2023-04-27T18:59:35.041516Z,2.548
NP,TRKM2,BNY,2023-04-27T19:57:50.149839Z,2023-04-27T19:58:17.988548Z,27.839
NP,TRKM2,BNY,2023-04-27T23:05:02.867323Z,2023-04-27T23:05:18.447968Z,15.581
NP,TRKM2,BNY,2023-04-28T03:50:50.048935Z,2023-04-28T03:50:49.016000Z,-1.033
NP,TRKM2,BNY,2023-04-28T04:00:52.757935Z,2023-04-28T04:00:51.715000Z,-1.043
NP,TRKM2,BNY,2023-04-28T04:10:53.392419Z,2023-04-28T04:10:51.331000Z,-2.061
NP,TRKM2,BNY,2023-04-28T07:30:58.038161Z,2023-04-28T07:30:54.965000Z,-3.073
NP,TRKM2,BNY,2023-04-28T08:55:14.883710Z,2023-04-28T08:55:57.238549Z,42.355
NP,TRKM2,BNY,2023-04-28T08:55:58.270807Z,2023-04-28T08:55:59.432097Z,1.161
NP,TRKM2,BNY,2023-04-28T08:58:22.948226Z,2023-04-28T08:58:25.012742Z,2.065
NP,TRKM2,BNY,2023-04-28T08:58:26.045000Z,2023-04-28T08:58:27.754678Z,1.71
NP,TRKM2,BNY,2023-04-28T09:37:26.030226Z,2023-04-29T02:53:03.169000Z,62137.139
NP,TRKM2,BNY,2023-04-29T02:54:03.652871Z,2023-04-29T02:54:03.857000Z,0.204
NP,TRKM2,BNY,2023-04-29T03:05:56.227935Z,2023-04-29T03:06:20.227936Z,24.0
NP,TRKM2,BNY,2023-04-29T03:15:19.316710Z,2023-04-29T03:44:03.409000Z,1724.092
NP,TRKM2,BNY,2023-04-29T03:45:02.878355Z,2023-04-29T03:45:03.136419Z,0.258
NP,TRKM2,BNY,2023-04-29T05:18:26.657516Z,2023-04-29T05:31:04.245000Z,757.587
NP,TRKM2,BNY,2023-04-29T06:12:02.213290Z,2023-04-29T06:12:02.600387Z,0.387
NP,TRKM2,BNY,2023-04-29T06:32:49.005548Z,2023-04-29T06:32:50.037806Z,1.032
NP,TRKM2,BNY,2023-04-29T06:55:00.538677Z,2023-04-29T06:55:26.732226Z,26.194
NP,TRKM2,BNY,2023-04-29T06:55:27.764484Z,2023-04-29T06:55:45.345129Z,17.581
NP,TRKM2,BNY,2023-04-29T06:55:46.377387Z,2023-04-29T06:56:04.377387Z,18.0
NP,TRKM2,BNY,2023-04-29T06:56:05.409645Z,2023-04-29T06:56:23.409645Z,18.0
NP,TRKM2,BNY,2023-04-29T06:56:24.441903Z,2023-04-29T06:56:42.474161Z,18.032
NP,TRKM2,BNY,2023-04-29T06:56:43.506419Z,2023-04-29T06:57:01.506419Z,18.0
NP,TRKM2,BNY,2023-04-29T06:57:02.538677Z,2023-04-29T06:57:20.538677Z,18.0
NP,TRKM2,BNY,2023-04-29T06:57:21.570935Z,2023-04-29T06:57:39.570935Z,18.0
NP,TRKM2,BNY,2023-04-29T06:57:40.603193Z,2023-04-29T06:57:58.603193Z,18.0
NP,TRKM2,BNY,2023-04-29T06:57:59.635451Z,2023-04-29T06:58:17.667710Z,18.032
NP,TRKM2,BNY,2023-04-29T06:58:18.699968Z,2023-04-29T06:58:21.248355Z,2.548
